pandas_ind,index,title,content,img_link
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Service gateway,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,NAT gateway,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Schedule-based autoscaling,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Events,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Functions,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Notifications,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Streaming,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
28,https://docs.oracle.com/en/solutions/onprem-to-cloud-backup/index.html,Back up your on-premises data to the cloud,Databases,https://docs.oracle.com/en/solutions/onprem-to-cloud-backup/img/onprem-cloud-backup.png
28,https://docs.oracle.com/en/solutions/onprem-to-cloud-backup/index.html,Back up your on-premises data to the cloud,Third-party backup application,https://docs.oracle.com/en/solutions/onprem-to-cloud-backup/img/onprem-cloud-backup.png
28,https://docs.oracle.com/en/solutions/onprem-to-cloud-backup/index.html,Back up your on-premises data to the cloud,Oracle Storage Gateway,https://docs.oracle.com/en/solutions/onprem-to-cloud-backup/img/onprem-cloud-backup.png
29,https://docs.oracle.com/en/solutions/oci-streaming-analysis/index.html,Enterprise data warehousing - a predictive maintenance example,Data refinery,https://docs.oracle.com/en/solutions/oci-streaming-analysis/img/analysis-streamed-data-architecture.png
29,https://docs.oracle.com/en/solutions/oci-streaming-analysis/index.html,Enterprise data warehousing - a predictive maintenance example,Data persistence platform (curated information layer),https://docs.oracle.com/en/solutions/oci-streaming-analysis/img/analysis-streamed-data-architecture.png
29,https://docs.oracle.com/en/solutions/oci-streaming-analysis/index.html,Enterprise data warehousing - a predictive maintenance example,Access and interpretation,https://docs.oracle.com/en/solutions/oci-streaming-analysis/img/analysis-streamed-data-architecture.png
30,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/index.html,Deploy high-performance computing (HPC) on Oracle Cloud Infrastructure,Region,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/img/hpc-oci-architecture.png
30,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/index.html,Deploy high-performance computing (HPC) on Oracle Cloud Infrastructure,Availability domains,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/img/hpc-oci-architecture.png
30,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/index.html,Deploy high-performance computing (HPC) on Oracle Cloud Infrastructure,Fault domains,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/img/hpc-oci-architecture.png
30,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/index.html,Deploy high-performance computing (HPC) on Oracle Cloud Infrastructure,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/img/hpc-oci-architecture.png
30,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/index.html,Deploy high-performance computing (HPC) on Oracle Cloud Infrastructure,Bastion host,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/img/hpc-oci-architecture.png
30,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/index.html,Deploy high-performance computing (HPC) on Oracle Cloud Infrastructure,HPC cluster node,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/img/hpc-oci-architecture.png
30,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/index.html,Deploy high-performance computing (HPC) on Oracle Cloud Infrastructure,Visualization node,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/img/hpc-oci-architecture.png
30,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/index.html,Deploy high-performance computing (HPC) on Oracle Cloud Infrastructure,Security lists,https://docs.oracle.com/en/solutions/deploy-hpc-on-oci/img/hpc-oci-architecture.png
31,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/index.html,Deploy microservices with a converged database and Helidon,Event monitoring and alerting,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/img/microservices_converged_db.png
31,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/index.html,Deploy microservices with a converged database and Helidon,Observability and Tracing,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/img/microservices_converged_db.png
31,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/index.html,Deploy microservices with a converged database and Helidon,Traditional Applications,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/img/microservices_converged_db.png
31,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/index.html,Deploy microservices with a converged database and Helidon,Java Microservices,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/img/microservices_converged_db.png
31,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/index.html,Deploy microservices with a converged database and Helidon,Polyglot Microservices,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/img/microservices_converged_db.png
31,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/index.html,Deploy microservices with a converged database and Helidon,Service Mesh with Oracle Container Engine for Kubernetes,https://docs.oracle.com/en/solutions/deploy-microservices-to-converged-db/img/microservices_converged_db.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Region,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Availability domains,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Fault domains,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Security lists,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Route tables,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Internet gateway,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Client nodes,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Management server,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Metadata service,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
32,https://docs.oracle.com/en/solutions/deploy-beegfs/index.html,Deploy the BeeGFS parallel file system,Object Storage service,https://docs.oracle.com/en/solutions/deploy-beegfs/img/architecture-deploy-beegfs.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,On-premises deployment,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Region,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Availability domains,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Fault domains,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Route tables,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Security lists,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Dynamic routing gateway,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Service gateway,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Block volumes,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Object storage,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Database system,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
33,https://docs.oracle.com/en/solutions/migrate-bmdb/index.html,Migrate an on-premises Oracle Database deployment to a bare metal DB system,Application server,https://docs.oracle.com/en/solutions/migrate-bmdb/img/migrate-bmdb.png
34,https://docs.oracle.com/en/solutions/deploy-relational-junction/index.html,Replicate data from multiple sources to a data warehouse using Relational Junction,Region,https://docs.oracle.com/en/solutions/deploy-relational-junction/img/architecture-deploy-relational-junction.png
34,https://docs.oracle.com/en/solutions/deploy-relational-junction/index.html,Replicate data from multiple sources to a data warehouse using Relational Junction,Availability domains,https://docs.oracle.com/en/solutions/deploy-relational-junction/img/architecture-deploy-relational-junction.png
34,https://docs.oracle.com/en/solutions/deploy-relational-junction/index.html,Replicate data from multiple sources to a data warehouse using Relational Junction,Fault domains,https://docs.oracle.com/en/solutions/deploy-relational-junction/img/architecture-deploy-relational-junction.png
34,https://docs.oracle.com/en/solutions/deploy-relational-junction/index.html,Replicate data from multiple sources to a data warehouse using Relational Junction,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-relational-junction/img/architecture-deploy-relational-junction.png
34,https://docs.oracle.com/en/solutions/deploy-relational-junction/index.html,Replicate data from multiple sources to a data warehouse using Relational Junction,Security List,https://docs.oracle.com/en/solutions/deploy-relational-junction/img/architecture-deploy-relational-junction.png
34,https://docs.oracle.com/en/solutions/deploy-relational-junction/index.html,Replicate data from multiple sources to a data warehouse using Relational Junction,Relational Junction instance,https://docs.oracle.com/en/solutions/deploy-relational-junction/img/architecture-deploy-relational-junction.png
34,https://docs.oracle.com/en/solutions/deploy-relational-junction/index.html,Replicate data from multiple sources to a data warehouse using Relational Junction,Database System,https://docs.oracle.com/en/solutions/deploy-relational-junction/img/architecture-deploy-relational-junction.png
35,https://docs.oracle.com/en/solutions/oci-hcm-analysis/index.html,Enterprise data warehousing - an HCM data enrichment example,Data refinery,https://docs.oracle.com/en/solutions/oci-hcm-analysis/img/analysis-hcm-architecture.png
35,https://docs.oracle.com/en/solutions/oci-hcm-analysis/index.html,Enterprise data warehousing - an HCM data enrichment example,Data persistence platform (curated information layer),https://docs.oracle.com/en/solutions/oci-hcm-analysis/img/analysis-hcm-architecture.png
35,https://docs.oracle.com/en/solutions/oci-hcm-analysis/index.html,Enterprise data warehousing - an HCM data enrichment example,Access and interpretation,https://docs.oracle.com/en/solutions/oci-hcm-analysis/img/analysis-hcm-architecture.png
36,https://docs.oracle.com/en/solutions/oci-curated-analysis/index.html,Enterprise data warehousing - an integrated data lake example,Data refinery,https://docs.oracle.com/en/solutions/oci-curated-analysis/img/analysis-enterprise-and-streamed-data-architecture.png
36,https://docs.oracle.com/en/solutions/oci-curated-analysis/index.html,Enterprise data warehousing - an integrated data lake example,Data persistence platform (curated information layer),https://docs.oracle.com/en/solutions/oci-curated-analysis/img/analysis-enterprise-and-streamed-data-architecture.png
36,https://docs.oracle.com/en/solutions/oci-curated-analysis/index.html,Enterprise data warehousing - an integrated data lake example,Access and interpretation,https://docs.oracle.com/en/solutions/oci-curated-analysis/img/analysis-enterprise-and-streamed-data-architecture.png
37,https://docs.oracle.com/en/solutions/oci-ebs-analysis/index.html,Departmental data warehousing - an EBS integration example,Data refinery,https://docs.oracle.com/en/solutions/oci-ebs-analysis/img/analysis-ebs.png
37,https://docs.oracle.com/en/solutions/oci-ebs-analysis/index.html,Departmental data warehousing - an EBS integration example,Data persistence platform (curated information layer),https://docs.oracle.com/en/solutions/oci-ebs-analysis/img/analysis-ebs.png
37,https://docs.oracle.com/en/solutions/oci-ebs-analysis/index.html,Departmental data warehousing - an EBS integration example,Access and interpretation,https://docs.oracle.com/en/solutions/oci-ebs-analysis/img/analysis-ebs.png
38,https://docs.oracle.com/en/solutions/oci-spreadsheet-analysis/index.html,Departmental data warehousing/data marts - consolidate spreadsheets,Data refinery,https://docs.oracle.com/en/solutions/oci-spreadsheet-analysis/img/analysis-spreadsheets-architecture.png
38,https://docs.oracle.com/en/solutions/oci-spreadsheet-analysis/index.html,Departmental data warehousing/data marts - consolidate spreadsheets,Data persistence platform (curated information layer),https://docs.oracle.com/en/solutions/oci-spreadsheet-analysis/img/analysis-spreadsheets-architecture.png
38,https://docs.oracle.com/en/solutions/oci-spreadsheet-analysis/index.html,Departmental data warehousing/data marts - consolidate spreadsheets,Access and interpretation,https://docs.oracle.com/en/solutions/oci-spreadsheet-analysis/img/analysis-spreadsheets-architecture.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Region,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Availability domains,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Fault domains,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Autonomous Data Warehouse,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,User Application VM - Oracle Cloud Infrastructure Compute,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Oracle Cloud Infrastructure Data Catalog,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Oracle Analytics Cloud,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Oracle Application Express (APEX),https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Security lists,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Internet Gateway,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
39,https://docs.oracle.com/en/solutions/data-science-environment/index.html,Set up a data science environment that uses Oracle Machine Learning,Dynamic Routing Gateway,https://docs.oracle.com/en/solutions/data-science-environment/img/oci-ml-modeling.png
40,https://docs.oracle.com/en/solutions/serverless-dataload-adw/index.html,Automate loading data to a data warehouse using a serverless application,Region,https://docs.oracle.com/en/solutions/serverless-dataload-adw/img/autoload-adw.png
40,https://docs.oracle.com/en/solutions/serverless-dataload-adw/index.html,Automate loading data to a data warehouse using a serverless application,Availability domains,https://docs.oracle.com/en/solutions/serverless-dataload-adw/img/autoload-adw.png
40,https://docs.oracle.com/en/solutions/serverless-dataload-adw/index.html,Automate loading data to a data warehouse using a serverless application,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/serverless-dataload-adw/img/autoload-adw.png
40,https://docs.oracle.com/en/solutions/serverless-dataload-adw/index.html,Automate loading data to a data warehouse using a serverless application,Events and Functions,https://docs.oracle.com/en/solutions/serverless-dataload-adw/img/autoload-adw.png
40,https://docs.oracle.com/en/solutions/serverless-dataload-adw/index.html,Automate loading data to a data warehouse using a serverless application,Object storage,https://docs.oracle.com/en/solutions/serverless-dataload-adw/img/autoload-adw.png
40,https://docs.oracle.com/en/solutions/serverless-dataload-adw/index.html,Automate loading data to a data warehouse using a serverless application,Autonomous data warehouse,https://docs.oracle.com/en/solutions/serverless-dataload-adw/img/autoload-adw.png
41,https://docs.oracle.com/en/solutions/altair-oci/index.html,Set up a CAE environment using Altair HyperWorks,Region,https://docs.oracle.com/en/solutions/altair-oci/img/altair-oci.png
41,https://docs.oracle.com/en/solutions/altair-oci/index.html,Set up a CAE environment using Altair HyperWorks,Availability domains,https://docs.oracle.com/en/solutions/altair-oci/img/altair-oci.png
41,https://docs.oracle.com/en/solutions/altair-oci/index.html,Set up a CAE environment using Altair HyperWorks,Fault domains,https://docs.oracle.com/en/solutions/altair-oci/img/altair-oci.png
41,https://docs.oracle.com/en/solutions/altair-oci/index.html,Set up a CAE environment using Altair HyperWorks,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/altair-oci/img/altair-oci.png
41,https://docs.oracle.com/en/solutions/altair-oci/index.html,Set up a CAE environment using Altair HyperWorks,Head node,https://docs.oracle.com/en/solutions/altair-oci/img/altair-oci.png
41,https://docs.oracle.com/en/solutions/altair-oci/index.html,Set up a CAE environment using Altair HyperWorks,HPC cluster node,https://docs.oracle.com/en/solutions/altair-oci/img/altair-oci.png
41,https://docs.oracle.com/en/solutions/altair-oci/index.html,Set up a CAE environment using Altair HyperWorks,File storage,https://docs.oracle.com/en/solutions/altair-oci/img/altair-oci.png
41,https://docs.oracle.com/en/solutions/altair-oci/index.html,Set up a CAE environment using Altair HyperWorks,Security lists,https://docs.oracle.com/en/solutions/altair-oci/img/altair-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",Regions,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",Availability domains,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",Fault domains,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",Virtual cloud network and subnets,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",Network security groups,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",Security lists,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",GFS-nodes,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",/gfs-data,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
42,https://docs.oracle.com/en/solutions/deploy-glusterfs/index.html,"Deploy a scalable, distributed file system using GlusterFS",Bastion host,https://docs.oracle.com/en/solutions/deploy-glusterfs/img/glusterfs-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,Region,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,DNS,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,Availability domains,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,Fault domains,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,Security lists,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,Load balancer,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,Varnish Enterprise (VE1 and VE2) nodes,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,Block volumes,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
43,https://docs.oracle.com/en/solutions/oci-varnish/index.html,Enable high-performance content delivery using Varnish Enterprise,File storage,https://docs.oracle.com/en/solutions/oci-varnish/img/varnish-oci.png
44,https://docs.oracle.com/en/solutions/xorg-pvt-networks-oci/index.html,Share a private network across isolated partitions within a tenancy,"User demo-it-user, in group demo-it-users",https://docs.oracle.com/en/solutions/xorg-pvt-networks-oci/img/01createitcompartment.png
44,https://docs.oracle.com/en/solutions/xorg-pvt-networks-oci/index.html,Share a private network across isolated partitions within a tenancy,"User demo-finance-user, in group demo-finance-users",https://docs.oracle.com/en/solutions/xorg-pvt-networks-oci/img/01createitcompartment.png
44,https://docs.oracle.com/en/solutions/xorg-pvt-networks-oci/index.html,Share a private network across isolated partitions within a tenancy,"User demo-hr-user, in group demo-hr-users",https://docs.oracle.com/en/solutions/xorg-pvt-networks-oci/img/01createitcompartment.png
44,https://docs.oracle.com/en/solutions/xorg-pvt-networks-oci/index.html,Share a private network across isolated partitions within a tenancy,"User demo-marketing-user, in group demo-marketing-users",https://docs.oracle.com/en/solutions/xorg-pvt-networks-oci/img/01createitcompartment.png
45,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/index.html,Deploy a highly available bare metal database,Region,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/img/ha-bm-db-oci.png
45,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/index.html,Deploy a highly available bare metal database,Availability domains,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/img/ha-bm-db-oci.png
45,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/index.html,Deploy a highly available bare metal database,Fault domains,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/img/ha-bm-db-oci.png
45,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/index.html,Deploy a highly available bare metal database,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/img/ha-bm-db-oci.png
45,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/index.html,Deploy a highly available bare metal database,Security lists,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/img/ha-bm-db-oci.png
45,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/index.html,Deploy a highly available bare metal database,Observers,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/img/ha-bm-db-oci.png
45,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/index.html,Deploy a highly available bare metal database,Primary and standby DB systems,https://docs.oracle.com/en/solutions/bare-metal-db-autofailover/img/ha-bm-db-oci.png
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,Primary and standby SBC nodes,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,Bastion host,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,Security lists,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,NAT gateway,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,Service gateway,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,Object Storage,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,Availability domains,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
